text,label
"assalamualaykum. wr. wb.

selamat pagi ibu kasiyah dan teman-teman, saya akan memulai diskusi mengenai pemicu yang telah diberikan ibu kasiyah di pertemuan hari jum'at lalu. mengingat keterbatasan ilmu yang saya miliki karena baru mulai mempelajari materi terkait, mohon dikoreksi jika ada kesalahan dan mohon bantuan ke depannya. ( memang itulah tujuan dari diskusi kelompok bukan...? wink).

 pemicu yang diberikan berupa pertanyaan bagaimana kita memandang suatu persamaan polinomial sebagai sebuh vektor. saya sendiri sebenarnya lupa persamaan yang ditanyakan, namun saya tahu poin penting yang kita bicarakan disini bukanlah persamaan tersebut sebagai objek tunggal, melainkan struktur aljabarnya sebagai suatu persamaan polinomial berderajat 3. jadi pertanyaan ini dapat kita generalisir menjadi ""apakah semua persamaan polinomial berderajat 3 merupakan vektor ?"" atau ""apakah persamaan polinomial berderajat 3 merupakan sebuah ruang vektor ?"".

 untuk menjawab pertanyaan tersebut kita harus memahami definisi vektor yang sesungguhnya. selama ini kita mengetahui vektor hanya sebagai suatu besaran yang memiliki nilai dan arah. padahal, itu hanya sebagian sifat yang dimilikinya. berkat ilmu yang kami peroleh dari berbagai sumber dan pencerahan yang telah diberikan oleh bu kasiyah sebelumnya (terima kasih bu kasiyahbig grin) , kami sampai pada satu titik dimana kami dapat mendefinisikan vektor dengan sama sekali berbeda dari pemahaman kami sebelumnya. dalam aljabar linear, vektor didefinisikan sebagai segala objek yang terdapat dalam ruang vektor yang memenuhi kesepuluh aksioma ruang vektor yang secara sederhana dapat ditulis sebagai berikut:

    jika \vec{u} dan \vec{v} adalah objek di v, maka \vec{u} + \vec{v} juga berada di v.
    \vec{u} + \vec{v} = \vec{v} + \vec{u}.
    \vec{u} + (\vec{v} + \vec{w}) = (\vec{u} + \vec{v}) + \vec{w}.
    terdapat objek \vec{0} di v, sedemikian sehingga \vec{0} + \vec{u} = \vec{u} + \vec{0} = \vec{u}.
    untuk setiap \vec{u} \in v, terdapat objek -\vec{u} di v, sedemikian sehingga \vec{u} + (-\vec{u}) = (-\vec{u}) + \vec{u} = \vec{0}.
    jika k adalah sebarang skalar dan \vec{u} adalah sebarang objek di v, maka k \vec{u} juga berada di v.
    k(\vec{u} + \vec{v}) = k \vec{u} + k \vec{v}
    (k+m) \vec{u} = k \vec{u} + m \vec{u}
    k(m \vec{u}) = (km) \vec{u}
    1 \vec{u} = \vec{u}

            karena persamaan polinomial berderajat 3 yang diberikan pada pemicu memenuhi semua aksioma diatas, maka dapat disimpulkan bahwa persamaan tersebut merupakan vektor. contohnya, dua persamaan polinomial berderajat 3 jika dijumlahkan pasti akan menghasilkan persamaan polinomial baru yang juga berderajat 3, hal ini sesuai dengan aksioma satu dan menunjukkan sifat tertutupnya sebagai abjek dalam ruang vektor. untuk sisanya mungkin teman-teman bisa menambahkan lagi sesuai apa yang bu kasiyah contohkan pada kita di depan pada pertemuan tadi pagi, saya masih kurang ahli dalam menampilkan persamaan matematis di forum ini. mungkin teman-teman yang lain bisa melengkapi...yes

terima kasih, wassalam

avi
",C3
"

pada kesempatan kali ini, saya hanya dapat menyampaikan beberapa poin sebagai tambahan dari apa yang saudara avi sampaikan, yakni:

    kami sangat berterimakasih kepada ibu kasiyah yang telah memanggil kelompok kami ke depan sebagai kelompok pertama yang mendapatkan pengarahan dalam mengeksplor polinomial dengan sudut pandang sebuah vektor.  
    untuk menentukan derajat dari suatu polinomial dan menentukan derajat himpunan vektor nya adalah dengan cara mengambil pangkat terbesar dari variabel yang koefisiennya tidak sama dengan 0.
    p(x) = 0, adalah vektor yang merupakan polinomial berpangkat minus tak hingga. 
    pada saat di kelas tadi, kami belum menemukan pemahaman sampai kepada arah dari sebuah vektor yang berupa polinomial ini.

mungkin hanya ini yang bisa saya sampaikan, mohon untuk dikoreksi apabila ada yang salah dan mari kita diskusikan apa yang masih belum kita pahami.

wassalam

 

rian
",C3
"selamat sore bu kasiyah dan teman-teman, izinkan saya membantu pertanyaan rian soal arah dari vektor.
sampai sejauh ini saya sudah mencari di ""mbah google"" namun tidak ditemukan mengenenai arah dari sebuah vektor yang berupa polinomial ini.
dari materi yang sudah kita pelajari, sebuah vektor dapat ditentukan arahnya dengan melihat rumus : cos
menurut penalaran saya, vektor yang berbentuk polinomial ini bisa di cari arahnya dengan menentukan titik awal dan titik akhir yang ada pada polinomial tersebut lalu di cari terlebih dahulu resultannya dan dapat ditentukan derajatnya menggunakan rumus ini. cmiiw

silahkan di adu gagasan saya jika bertentangan big grinbig grinyes 
terimakasih

ihsan
",C2
solusi yang kita ajukan ini dapat diterapkan untuk menyelesaikan masalah lain,C4
setelah kita dapat membuktikan 10 aksioma maka kita simpulkan bahwa himpunan semua matriks berordo 3x3 merupakan ruang vektor. jika hal yang sama kita lakukan pada himpunan lain,C4
"dear all;

mari kita mulai dengan menyebutkan nama kelompok, ketua dan anggota. 

 

salam

kasiyah
",C0
"selamat siang, ibu kasiyah. terima kasih telah menunggu kami dengan sabar. berikut ini adalah anggota kelompok kami, yang kami namakan kelompok gaya bebas.

    safitri difa kaluza (1506721863) sebagai ketua
    jovanta anugerah pelawi (16068758)
    stanley sebastian (1606893494)
    samuel (1606889811)
    muhammad dimas praharsa (1606874646)

nah sekarang, kami siap berenang di lautan vektor dengan menggunakan gaya bebas. mohon bimbingan ibu agar kami tidak tenggelam.
",C0
berikut ini pemicu untuk kalian: apakah elemen r7 merupakan vektor? berikan contoh elemen r7. ,C1
"selamat siang bu kasiyah dan teman teman saya,

terimakasih sudah memberikan pemicu dan saya akan coba untuk menjawab pemicu dengan pengetahuan terakhir yang telah saya dapatkan dari kelas dan diskusi dengan teman-teman saya.

pemicu: apakah elemen r7 merupakan vektor? berikan contoh elemen r7.

jawab: elemen r7 adalah merupakan vektor, karena elemen di r7 memenuhi 10 aksioma ruang vektor umum, dan termasuk didalamnya dapat dioperasikan penjumlahan dan perkalian pada skalar.

 

contoh: elemen r7 : a = (a1,a2,a3,a4,a5,a6,a7)

 

sekian penjelasan singkat dari saya, selanjutnya saya bergantian kepada teman-teman saya agar diskusi ini dapat lebih kaya akan pengetahuan dan perbincangan yang menarik. 

semangat teman teman !!
",C3
"apakah objek tersebut merupakan vektor? bagaimana cara kita membuktikannya sebagai vektor atau bukan?
",C1
"selamat siang ibu kasiyah dan teman-teman. akhirnya, saya bisa online kembali di forum diskusi ini. terima kasih banyak jovanta karena telah menjawab pemicu dari ibu kasiyah.

sekarang, saya ingin membahas sedikit tentang diskusi kelas pada hari ini terlebih dahulu, terutama karena kelompok kita tidak hadir semuanya.

pertama, tugas kita adalah untuk memandang 1, -1, 1, -1, . . . sebagai vektor. 
untuk menjawab pertanyaan ini, kita punya solusinya.

agar suatu objek dapat disebut sebagai vektor, objek tersebut harus memenuhi persyaratan atau sifat yang disebut dengan sepuluh aksioma vektor.

kesepuluh aksioma tersebut adalah sebagai berikut.

    jika u dan v adalah objek di v, maka u + v juga berada di v.
    penjumlahan u dan v bersifat komutatif.
    penjumlahan u, v, dan w bersifat asosiatif.
    terdapat objek 0 pada v sedemikian hingga 0 + u = u + 0 = u.
    untuk setiap u pada v, terdapat objek -u sedemikian hingga u + (-u) = (-u) + u = 0.
    jika k adalah sembarang skalar dan u adalah sembarang objek di v, maka ku  juga berada di v.
    perkalian u + v dengan skalar k bersifat distributif.
    perkalian u dengan skalar (k + m) bersifat distributif.
    perkalian u dengan skalar k dan m bersifat asosiatif
    terdapat objek 1 pada v sedemikian hingga 1u = u.

selanjutnya, kita akan membuktikan apakah kesepuluh aksioma ini berlaku pada objek berupa baris 1, -1, 1, -1, . . . bersama-sama. silakan dicoba, teman-teman!

 

zaza
",C2
"selamat bu kasiyah dan teman-teman, 

menambahkan jawaban dari zaza, saya akan membuktikkan barisan 1, -1, 1, -1, ... memenuhi aksioma keempat dari sepuluh aksioma vektor.

4. terdapat objek 0 pada v sedemikian hingga 0 + u = u + 0 = u.

barisan 1, -1, 1 , -1, .... akan ditambahkan dengan objek 0 dari v, sehingga menjadi

1+0, -1+0, 1+0, -1+0, .... akan menghasilkan barisan yang sama dengan 1, -1, 1, -1, ....

terima kasih atas perhatiannya dan selamat malam.

stanley sebastian

1606893494
",C3
"terimakasih saudari zaza sudah memberikan penjelasan yang sangat baik!

selanjutnya saya akan menjelaskan sifat aksioma ke-2 pada barisan yaitu:

 

anggap barisan {an}=a0,a1,a2,a3,.... dan {bn}=b0,b1,b2,b3,....

maka, kita pun bisa menambah 2 barisan ini: {an} + {bn} =dfa0+b0,a1+b1,a2+b2,a3+b3,....

atau bisa kita simpulkan: {an+bn} , dimana disini kita bisa menambahkan barisan an dan bn, dan penjumlahan ini bersifat komutatif, dimana  {bn+an} =  {an+bn}.

maka dapat di konklusikan bahwa, himpunan barisan memenuhi aksioma ke-2 vektor umum, yaitu penjumlahan u dan v bersifat komutatif di himpunan barisan, atau bisa di katakan, himpunan barisan closed terhadap aksioma ke-2 ruang vektor umum

 

maka terbukti, untuk barisan 1, -1, 1, -1, . . . juga memenuhi aksioma ke-2 vektor umum, karena  1, -1, 1, -1, . . . berada di dalam himpunan barisan.

terimakasih teman-teman dan bu kasiyah, mohon di koreksi jika ada kekeliruan.

semangat teman-teman smile
",C3
"berikut ini adalah pembuktian untuk aksioma keenam.

mari kita gunakan kembali {an}=a0,a1,a2,a3,.... 

apabila {an} dikalikan dengan suatu skalar k, maka elemen-elemen di dalam baris tersebut pun akan dikalikan juga dengan k dan tetap termasuk ke dalam anggota himpunan baris bilangan tak hingga. hasilnya akan menjadi k{an}=ka0,ka1,ka2,ka3, . . . dengan kata lain, aksioma keenam juga berlaku pada baris 1, -1, 1, -1, . . .
",C3
"malam semuanya! hari ini saya berencana pulang cepat agar bisa lanjut diskusi lagi, tapi di jalan saya malah keasyikan naik sepeda.... aduuh maafkan yah shy

wah ternyata stanley dan jovanta sudah bergabung nih. terima kasih banyak atas kesabarannya menunggu dan membahas objek asing kita dalam dua aksioma ya ^_^ sekarang",C0
"saya juga mau ikut menjelaskannya dalam dua aksioma sekaligus.

saya ingin membuktikan kalau jika u dan v adalah objek di v, maka u + v juga berada di v alias aksioma pertama.

mari kita ambil {an}=a0,a1,a2,a3,.... sebagai u dan {bn}=b0,b1,b2,b3,.... sebagai v. apabila kita menjumlahkan  u dan v alias {an} dan {bn}, hasilnya akan menjadi sebuah himpunan dengan jumlahan anggota kedua himpunan tersebut, yaitu {an + bn } = a0+b0,a1+b1,a2+b2,a3+b3, . . .

hasil jumlahan tersebut akan selalu berupa bilangan yang termasuk ke dalam anggota himpunan baris bilangan tak hingga. dengan kata lain, aksioma pertama terpenuhi.

selanjutnya, jika k adalah sembarang skalar dan u adalah sembarang objek di v, maka ku juga berada di v alias aksioma keenam.

mari kita gunakan kembali {an}=a0,a1,a2,a3,.... 

apabila {an} dikalikan dengan suatu skalar k, maka elemen-elemen di dalam baris tersebut pun akan dikalikan juga dengan k dan tetap termasuk ke dalam anggota himpunan baris bilangan tak hingga. hasilnya akan menjadi k{an}=ka0,ka1,ka2,ka3, . . . dengan kata lain, aksioma keenam juga berlaku pada baris 1, -1, 1, -1, . . .

 

oh iya, izinkan saya merekap aksioma yang telah dibuktikan yaa ^_^ ayo semangat teman-teman!

    yes jika u dan v adalah objek di v, maka u + v juga berada di v.
    yes penjumlahan u dan v bersifat komutatif.
    penjumlahan u, v, dan w bersifat asosiatif.
    yes terdapat objek 0 pada v sedemikian hingga 0 + u = u + 0 = u.
    untuk setiap u pada v, terdapat objek -u sedemikian hingga u + (-u) = (-u) + u = 0.
    yes jika k adalah sembarang skalar dan u adalah sembarang objek di v, maka ku juga berada di v.
    perkalian u + v dengan skalar k bersifat distributif.
    perkalian u dengan skalar (k + m) bersifat distributif.
    perkalian u dengan skalar k dan m bersifat asosiatif
    terdapat objek 1 pada v sedemikian hingga 1u = u.

 

zaza
",C3
"selamat malam bu kasiyah dan teman-teman,

saya akan berusaha menjawab pemicu yang telah diberikan oleh bu kasiyah.

menurut saya, elemen r7 adalah vektor karena r7 berada pada dimensi 7 dan memenuhi 10 aksioma vektor umum. elemen r7 juga dapat memiliki besaran yang bersifat skalar.

terima kasih atas perhatiannya.


",C2
"izinkan saya untuk membuktikan aksioma ke 10 yaitu:
10. terdapat objek 1 pada v sedemikian hingga 1u = u.

barisan 1, -1, 1 , -1, .... akan dikalikan dengan 1, maka hasilnya menjadi

1x1, -1x1, 1x1, -1x1 .... dan menghasilkan barisan yang sama dengan 1, -1, 1, -1, .... 

oleh karena itu, aksioma ke sepuluh terpenuhi.",C3
"selamat malam bu kasiyah dan teman-teman,

sebelumnya terima kasih untuk jovanta, stanley, dan zaza atas kontribusi dalam menjawab pertanyaan yang telah diberikan oleh bu kasiah smile

saya akan mencoba melanjutkan dengan menjawab sifat aksioma ke-7 pada barisan yaitu:

7. perkalian u + v dengan skalar k bersifat distributif.

hal ini berarti k(u +v) = ku + kv

jika asumsi barisan {an}=a0,a1,a2,a3,.... dan {bn}=b0,b1,b2,b3,....

maka k ({an} + {bn}) = k{an} + k{bn}. sehingga akan menjadi k(a0,a1,a2,a3,.... + b0,b1,b2,b3,....) = k(a0,a1,a2,a3,....) + k(b0,b1,b2,b3,....)
karena hasil diatas memiliki pola yang serupa dengan ku + kv,  maka aksioma ke tujuh terpenuhi.

10. terdapat objek 1 pada v sedemikian hingga 1u = u.

barisan 1, -1, 1 , -1, .... akan dikalikan dengan 1, maka hasilnya menjadi

1x1, -1x1, 1x1, -1x1 .... dan menghasilkan barisan yang sama dengan 1, -1, 1, -1, .... 

oleh karena itu, aksioma ke sepuluh terpenuhi.

 

",C3
"

oh iya, izinkan saya merekap aksioma yang telah dibuktikan yaa ^_^ ayo semangat teman-teman!

yes jika u dan v adalah objek di v, maka u + v juga berada di v.
yes penjumlahan u dan v bersifat komutatif.
penjumlahan u, v, dan w bersifat asosiatif.
yes terdapat objek 0 pada v sedemikian hingga 0 + u = u + 0 = u.
untuk setiap u pada v, terdapat objek -u sedemikian hingga u + (-u) = (-u) + u = 0.
yes jika k adalah sembarang skalar dan u adalah sembarang objek di v, maka ku juga berada di v.
yes perkalian u + v dengan skalar k bersifat distributif.
perkalian u dengan skalar (k + m) bersifat distributif.
perkalian u dengan skalar k dan m bersifat asosiatif
yes terdapat objek 1 pada v sedemikian hingga 1u = u.
",C3
"selamat malam bu kasiyah dan teman-teman,

saya akan mencoba menambahkan dengan menjawab sifat aksioma ke-3 pada barisan yaitu:

penjumlahan u, v, dan w bersifat asosiatif.

dalam hal ini berarti u + (v +w) = (u + v) +w

asumsi anggap barisan u = {an}=a0,a1,a2,a3,.... , v= {bn}=b0,b1,b2,b3,.... w= {cn}=c0,c1,c2,c3,....

maka {an} + ({bn} + {cn}) = ({an} + {bn}) + {cn}

sehingga a0,a1,a2,a3,.... + (b0,b1,b2,b3,.... + c0,c1,c2,c3,....) = (a0,a1,a2,a3,.... + b0,b1,b2,b3,....) + c0,c1,c2,c3,....

karena hasil diatas memiliki pola yang serupa dengan (u + v) +w,  maka aksioma ketiga terpenuhi.

",C3
"oh iya, izinkan saya merekap aksioma yang telah dibuktikan yaa ^_^ ayo semangat teman-teman!

    yes jika u dan v adalah objek di v, maka u + v juga berada di v.
    yes penjumlahan u dan v bersifat komutatif.
    yes penjumlahan u, v, dan w bersifat asosiatif.
    yes terdapat objek 0 pada v sedemikian hingga 0 + u = u + 0 = u.
    untuk setiap u pada v, terdapat objek -u sedemikian hingga u + (-u) = (-u) + u = 0.
    yes jika k adalah sembarang skalar dan u adalah sembarang objek di v, maka ku juga berada di v.
    yes perkalian u + v dengan skalar k bersifat distributif.
    perkalian u dengan skalar (k + m) bersifat distributif.
    perkalian u dengan skalar k dan m bersifat asosiatif
    yes terdapat objek 1 pada v sedemikian hingga 1u = u.
",C3
"selamat pagi semua! wah, ternyata sudah ada banyak aksioma yang terpenuhi ya untuk barisan kita ini. terima kasih banyak, dimas, jovanta, dan stanley!

sekarang, saya mau mencoba membuktikan bahwa aksioma kelima terpenuhi.

jadi, dikatakan bahwa ada objek -u pada v sedemikian hingga u + (-u) = (-u) + u = 0. kalau dari versi ibu kasiyah di kelas, ini berarti setiap vektor memiliki pasangan yaitu versi negatif dari vektor itu sendiri, bahkan nol juga punya meskipun dirinya sendiri.

(saya jadi berpikir bagaimana kalau nasib saya akan seperti objek nol ini ketika saya berumur 27 tahun nanti).

yak oke jadi kita kembali menggunakan u = {an}=a0,a1,a2,a3,.... sebagai contoh. apabila kita mengalikan {an} dengan -1, maka elemen-elemennya akan menjadi -a0, -a1, -a2, -a3 . . . 

wah, berarti aksioma kelima juga terpenuhi oleh barisan secara umum.

tidak terasa, sudah hampir semua aksioma terpenuhi, ya! ayo lanjutkan!

    yes jika u dan v adalah objek di v, maka u + v juga berada di v.
    yes penjumlahan u dan v bersifat komutatif.
    yes penjumlahan u, v, dan w bersifat asosiatif.
    yes terdapat objek 0 pada v sedemikian hingga 0 + u = u + 0 = u.
    yes untuk setiap u pada v, terdapat objek -u sedemikian hingga u + (-u) = (-u) + u = 0.
    yes jika k adalah sembarang skalar dan u adalah sembarang objek di v, maka ku juga berada di v.
    yes perkalian u + v dengan skalar k bersifat distributif.
    perkalian u dengan skalar (k + m) bersifat distributif.
    perkalian u dengan skalar k dan m bersifat asosiatif
    yes terdapat objek 1 pada v sedemikian hingga 1u = u.

 

zaza
",C3
"

saya ingin mencoba membuktikan bahwa aksioma ke 8 

perkalian u dengan skalar (k+m) bersifat distributif.

asumsikan bahwa barisan u = {an}=a0,a1,a2,a3,.... maka {an} x (b+m) = {an}b + {an}m sehingga akan menjadi:

(a0,a1,a2,a3,....)(k+m) = (a0,a1,a2,a3,....)k + (a0,a1,a2,a3,....)m. karena hasilnya memenuhi u(k+m) (dimana (k+m) merupakan skalar) maka aksioma ke-8 terpenuhi.

 
",C3
